DEPTH,CAL,NPHI,DT,GR,RHOB,RLLD,RT,BS,RLLD_log
8099.0,6.884,0.12,54.3609,43.746,2.686,261.475,317.0462,6.5,5.566338676640332
8099.5,6.906,0.097,53.9084,38.302,2.673,290.153,355.8776,6.5,5.670408370062745
8100.0,6.932,0.068,53.4021,31.19,2.653,243.808,272.1741,6.5,5.496381030290599
8100.5,6.964,0.046,53.5492,27.893,2.621,166.413,157.2041,6.5,5.114472650335509
8101.0,6.988,0.04,53.9451,33.074,2.565,123.481,117.6128,6.5,4.816087298078652
8101.5,7.006,0.037,54.3919,38.402,2.529,111.858,106.8565,6.5,4.71723020974138
8102.0,7.016,0.035,55.4914,43.658,2.467,137.403,153.8123,6.5,4.922918213611025
8102.5,7.026,0.032,56.7562,43.24,2.358,165.085,213.9367,6.5,5.1064604927707435
8103.0,7.043,0.033,58.7598,42.406,2.215,154.885,184.5128,6.5,5.042682906065031
8103.5,7.103,0.04,61.3451,44.887,2.029,126.691,133.4749,6.5,4.841751050865627
8104.0,7.255,0.051,63.7342,51.582,1.967,96.418,92.9663,6.5,4.56869290617782
8104.5,7.386,0.062,66.0411,58.315,1.911,79.379,77.1759,6.5,4.3742338496439235
8105.0,7.336,0.074,68.5066,58.34,1.84,78.846,78.5371,6.5,4.367496582889556
8105.5,7.305,0.082,69.9084,55.939,1.77,86.25,88.7072,6.5,4.457250055911469
8106.0,7.387,0.088,70.3884,51.914,1.817,95.065,95.8797,6.5,4.554560868161549
8106.5,7.383,0.094,69.7772,47.029,2.033,105.704,109.828,6.5,4.6606427351119155
8107.0,7.277,0.101,67.6326,41.985,2.249,113.561,124.9497,6.5,4.732340137483575
8107.5,7.156,0.119,65.03,40.319,2.381,109.636,126.3013,6.5,4.697165787733675
8108.0,7.068,0.191,62.5895,41.663,2.522,94.204,111.6083,6.5,4.5454626435258065
8108.5,7.064,0.262,61.0265,44.626,2.638,75.532,93.6349,6.5,4.3245564075193315
8112.0,7.052,0.283,72.9947,76.946,2.673,21.29,20.9983,6.5,3.058237478905388
8112.5,7.059,0.242,71.2254,65.684,2.678,40.644,59.2979,6.5,3.704851223623635
8113.0,7.06,0.208,69.3806,55.601,2.66,49.609,77.602,6.5,3.9041722688834324
8113.5,7.058,0.215,66.6684,58.695,2.646,34.965,45.7831,6.5,3.55434756115583
8114.0,7.051,0.245,62.58,64.167,2.663,23.049,24.6759,6.5,3.1376223845536075
8114.5,7.054,0.276,59.7869,67.982,2.69,19.808,19.5376,6.5,2.9860858965021855
8115.0,7.07,0.296,58.5277,66.607,2.697,19.202,20.5919,6.5,2.955014440275432
8125.5,8.621,0.298,84.6709,78.479,2.142,15.45,19.5441,6.5,2.7376090033437546
8126.0,7.637,0.282,81.1926,79.604,2.436,13.467,16.3274,6.5,2.6002422484679046
8126.5,7.116,0.269,76.5536,80.104,2.438,12.545,14.8965,6.5,2.5293221798183856
8127.0,7.112,0.252,72.0882,78.504,2.317,13.321,13.1403,6.5,2.5893417373693257
8127.5,7.149,0.108,69.3709,76.062,2.186,16.882,13.1011,6.5,2.8262479655615285
8128.0,7.071,0.036,68.3372,73.428,2.143,66.82,64.9358,6.5,4.20200243692861
8128.5,7.116,0.017,68.1129,70.29,2.168,239.129,237.4884,6.5,5.477003155273413
8129.0,7.166,0.015,67.96,65.798,2.159,553.326,556.757,6.5,6.31594733958261
8129.5,7.108,0.018,68.4039,55.758,2.133,938.775,949.4691,6.5,6.844575833882197
8130.0,7.108,0.023,69.7756,43.761,2.118,210.147,1226.8987,6.5,5.347807285831742
8130.5,7.583,0.031,72.399,30.52,2.197,987.95,1006.8906,6.5,6.895632089179826
8131.0,8.593,0.076,76.7566,29.922,2.253,824.393,842.9423,6.5,6.71464735795648
8131.5,9.74,0.15,82.2743,36.58,2.239,670.355,685.9222,6.5,6.507807422809938
8132.0,10.262,0.288,88.4694,46.535,2.218,516.317,1538.5861,6.5,6.246720917936601
8138.0,7.94,0.26,86.5504,75.279,2.103,29.13,32.2495,6.5,3.3717685709713434
8138.5,7.65,0.19,86.7325,76.458,2.042,47.72,64.7598,6.5,3.8653505972297153
8139.0,7.566,0.233,89.1559,71.143,2.108,53.721,73.4921,6.5,3.983803986522732
8143.0,7.052,0.283,75.9923,46.407,2.583,277.61,276.4875,6.5,5.6262172510385895
8143.5,7.015,0.292,69.925,53.44,2.759,205.799,358.205,6.5,5.326899964301652
8153.0,7.159,0.224,80.0436,92.644,2.259,25.94,25.6419,6.5,3.255786178888298
8153.5,7.074,0.195,76.074,90.907,2.28,50.237,49.0737,6.5,3.9167518070012326
8154.0,7.125,0.197,72.7657,80.052,2.261,61.185,59.537,6.5,4.113902061437631
8154.5,7.372,0.2,70.4377,70.58,2.266,65.032,63.5544,6.5,4.1748794564442715
8155.0,7.519,0.203,68.4887,66.221,2.252,62.101,102.6438,6.5,4.128762091869362
8155.5,7.43,0.207,66.5472,66.759,2.203,56.892,90.8707,6.5,4.041154733707982
8156.0,7.237,0.213,64.3949,68.171,2.168,52.22,51.1701,6.5,3.955465563270983
8156.5,7.07,0.23,62.5136,72.391,2.242,49.329,48.1948,6.5,3.8985121434001986
8157.0,7.008,0.264,61.4871,76.421,2.426,53.312,51.9104,6.5,3.9761614465443773
8157.5,7.0,0.299,60.7967,67.639,2.586,135.183,140.9761,6.5,4.906629416058001
8158.5,7.008,0.299,62.8045,47.687,2.675,358.841,396.9541,6.5,5.882879393444529
8162.0,10.159,0.274,90.6225,82.647,1.997,25.532,34.6734,6.5,3.239932567393811
8162.5,10.914,0.255,95.0817,82.331,1.907,31.006,41.6517,6.5,3.4341807341441704
8163.0,11.113,0.249,96.6341,84.687,1.856,34.966,45.7264,6.5,3.5543761607754574
8163.5,10.471,0.282,93.2732,85.819,1.931,30.691,35.5044,6.5,3.4239694520043527
8169.0,7.051,0.28,66.3729,75.317,2.119,26.929,26.5319,6.5,3.2932037728254713
8169.5,7.062,0.25,63.8713,73.425,2.183,58.622,46.6799,6.5,4.071110052749186
8170.0,7.082,0.144,62.3323,67.418,2.235,119.553,100.8222,6.5,4.783759787692368
8170.5,7.099,0.085,61.2398,59.132,2.223,253.67,533.3016,6.5,5.536034209711707
8171.0,7.09,0.073,60.4256,51.448,2.184,299.348,610.9008,6.5,5.7016067762065665
8171.5,7.08,0.076,59.2578,51.326,2.129,213.634,352.7764,6.5,5.364264270448842
8172.0,7.07,0.091,58.157,54.039,2.09,144.88,188.3125,6.5,4.9759058135751575
8172.5,7.053,0.113,57.5471,58.667,2.052,97.675,106.9397,6.5,4.581645640941134
8173.0,7.035,0.162,57.9845,65.256,2.043,55.715,47.3447,6.5,4.020249410499018
8173.5,7.039,0.211,60.642,71.344,2.048,41.259,31.9305,6.5,3.7198692708006806
8174.0,7.129,0.259,64.5971,75.277,2.052,30.384,23.0751,6.5,3.41391615406993
8174.5,7.433,0.291,69.8872,75.977,2.05,22.643,16.9493,6.5,3.1198507533903843
8179.0,7.895,0.296,79.2019,76.194,2.105,27.097,20.8424,6.5,3.2994230206508246
8181.0,9.905,0.288,88.6714,62.343,1.79,22.579,17.7714,6.5,3.117020270761191
8181.5,9.825,0.241,102.0436,66.93,1.756,21.154,16.5757,6.5,3.051829012905861
8182.0,9.826,0.236,102.2726,69.827,1.756,22.392,17.5923,6.5,3.1087037522131524
8182.5,9.223,0.207,98.4554,69.672,1.773,30.562,24.204,6.5,3.4197574071830656
8183.0,8.221,0.182,93.4212,67.818,1.802,47.231,25.7948,6.5,3.8550504566671546
8183.5,7.236,0.138,84.4798,64.146,1.845,70.76,43.264,6.5,4.259293869291585
8184.0,7.02,0.105,78.8467,59.083,1.914,168.038,170.7327,6.5,5.124190144302241
8184.5,7.006,0.085,73.2056,49.545,2.018,525.829,597.8334,6.5,6.264976064825822
8185.0,7.0,0.06,56.2186,39.55,2.142,916.977,1085.2073,6.5,6.821082390153471
8185.5,7.002,0.039,56.3249,31.529,2.229,758.38,885.7309,6.5,6.631184579285066
8186.0,7.011,0.064,59.5704,27.646,2.296,590.389,677.1603,6.5,6.380781641676381
8186.5,7.027,0.095,66.6035,35.429,2.454,422.398,1070.7487,6.5,6.045947997532357
8187.0,7.055,0.142,75.5651,49.109,2.49,254.407,516.5336,6.5,5.538935346810687
8187.5,7.08,0.258,85.2781,66.932,2.475,86.416,109.8298,6.5,4.459172843850535
8188.0,7.121,0.296,92.1091,80.645,2.458,22.784,42.2945,6.5,3.126058535229565
8193.0,9.659,0.285,76.9429,82.881,2.192,32.894,52.516,6.5,3.4932902703190774
8193.5,9.426,0.253,77.4723,73.819,2.216,71.749,164.9619,6.5,4.273173917260376
8194.0,9.171,0.238,78.6392,59.624,2.23,87.99,216.6451,6.5,4.477223171657469
8194.5,8.88,0.258,79.631,52.606,2.242,84.4,203.8171,6.5,4.4355674016019115
8195.0,8.456,0.278,77.3142,52.785,2.243,75.016,170.0792,6.5,4.317701424117324
8195.5,8.265,0.298,76.7075,57.828,2.208,60.104,123.607,6.5,4.096076395066859
8222.0,10.574,0.297,83.6775,49.905,2.148,24.812,32.8751,6.5,3.211327407110871
8222.5,10.43,0.262,80.298,38.264,2.195,29.642,44.5434,6.5,3.3891922745347234
8223.0,10.248,0.239,76.2934,28.832,2.219,41.064,81.9408,6.5,3.715131825258002
8223.5,10.19,0.24,73.0381,26.031,2.209,70.87,188.7943,6.5,4.260847212822164
8224.0,10.193,0.238,70.6908,32.495,2.14,101.562,97.4066,6.5,4.620669449435015
8224.5,10.376,0.232,67.2027,38.21,2.058,95.547,91.3814,6.5,4.559618273019126
8225.0,10.846,0.229,67.2373,41.821,2.02,72.63,160.1182,6.5,4.285378059618076
8225.5,11.497,0.226,69.3628,41.214,2.013,53.345,131.3746,6.5,3.9767802526434246
8226.0,12.151,0.221,70.1451,40.744,2.024,36.686,83.519,6.5,3.602395210892159
8226.5,11.387,0.216,70.0049,44.174,2.063,27.509,48.2169,6.5,3.314513223857761
8227.0,9.818,0.211,68.1808,47.811,2.107,26.404,42.9762,6.5,3.273515513826524
8227.5,9.34,0.204,67.1924,46.545,2.162,34.231,66.4171,6.5,3.533131666255013
8228.0,9.088,0.194,65.9621,45.848,2.166,45.27,99.552,6.5,3.8126445614478675
8228.5,8.904,0.178,63.3386,46.675,2.168,47.279,97.9813,6.5,3.8560662222819495
8229.0,8.906,0.157,59.4247,42.987,2.176,47.982,96.4106,6.5,3.870825940577808
8229.5,8.981,0.111,56.8222,37.987,2.176,50.739,94.84,6.5,3.926694845660015
8230.0,9.238,0.045,54.6433,32.699,2.169,56.248,93.2693,6.5,4.0297704848968605
8230.5,10.098,0.022,53.6929,27.388,2.138,67.217,91.6986,6.5,4.207926191726499
8231.0,10.743,0.02,52.8653,23.769,2.083,89.648,90.1279,6.5,4.4958908908229285
8231.5,11.105,0.023,52.2734,22.663,2.014,126.68,88.5572,6.5,4.841664221670439
8232.0,10.989,0.026,51.9147,19.41,1.947,168.062,86.9865,6.5,5.124332958940983
8232.5,10.827,0.029,51.7637,19.52,1.898,206.78,85.4159,6.5,5.331655426158547
8233.0,10.682,0.03,51.6968,21.304,1.835,229.754,83.8452,6.5,5.4370091713127495
8233.5,10.64,0.031,51.5728,23.652,1.771,231.809,82.2745,6.5,5.4459137567265525
8234.0,10.646,0.031,51.5261,25.229,1.718,229.541,80.7038,6.5,5.436081662782198
8234.5,10.767,0.032,51.5047,24.419,1.678,227.111,79.1331,6.5,5.4254388847504655
8235.0,10.992,0.034,51.36,20.91,1.799,224.031,77.5624,6.5,5.4117844351367745
8235.5,11.291,0.034,51.0881,20.165,1.98,223.986,75.9918,6.5,5.411583549901834
8236.0,11.726,0.033,50.8602,21.574,2.294,229.053,74.4211,6.5,5.433953417823927
8236.5,12.811,0.031,50.7323,20.252,2.443,241.929,72.8504,6.5,5.488644294680129
8237.0,14.21,0.03,50.6928,18.632,2.529,262.053,71.2797,6.5,5.568546773379554
8237.5,13.893,0.031,50.7207,20.751,2.614,273.669,69.709,6.5,5.611919346935547
8238.0,14.031,0.032,50.786,23.095,2.667,259.987,68.1383,6.5,5.560631629765486
8238.5,13.078,0.035,50.9235,22.323,2.693,220.736,66.5677,6.5,5.396967417314376
8239.0,11.837,0.04,51.1302,23.868,2.714,188.403,64.997,6.5,5.238583285582363
8239.5,10.824,0.044,51.3148,27.934,2.7567,162.529,63.4263,6.5,5.090856447385888
8240.0,9.994,0.049,51.4951,29.274,2.7641,139.706,61.8556,6.5,4.939540214517434
8240.5,10.331,0.053,51.7594,30.114,2.7626,114.091,60.2849,6.5,4.736996375579945
8241.0,10.855,0.058,52.0451,33.049,2.7293,87.677,58.7142,6.5,4.473659607285881
8241.5,11.482,0.064,52.3055,36.789,2.7048,64.897,57.1436,6.5,4.172801397680159
8242.0,12.956,0.071,52.6921,40.361,2.6835,48.721,55.5729,6.5,3.8861101486425573
8242.5,6.9843,0.085,53.0677,40.5427,2.6565,46.566,54.0022,6.5,3.8408706611000567
8243.0,6.8894,0.091,53.3641,42.8902,2.6168,46.845,52.4315,6.5,3.8468442794031517
8243.5,6.8535,0.099,53.6414,44.3606,2.5634,44.536,50.8608,6.5,3.796297850881207
8244.0,7.199,0.116,53.8756,46.5705,2.5075,40.77,49.2902,6.5,3.707946516831162
8244.5,7.5845,0.142,53.9332,50.0412,2.5348,39.215,47.7195,6.5,3.66905932666463
8245.0,7.64,0.168,53.9053,53.2762,2.5563,39.822,46.1488,6.5,3.684419523391843
8245.5,7.5766,0.171,54.7598,53.8142,2.5528,39.337,44.5781,6.5,3.6721655517917924
8246.0,7.5666,0.162,55.323,49.7678,2.5529,37.292,43.0074,6.5,3.6187788264344474
8246.5,7.5344,0.136,55.3915,43.1478,2.5574,35.638,41.4367,6.5,3.573412484305223
8247.0,7.4255,0.116,55.3217,35.95,2.5634,41.188,39.8661,6.5,3.7181469517945045
8247.5,7.2425,0.09,55.2199,30.0771,2.5816,51.067,45.2428,6.5,3.9331384960322215
8248.0,7.1723,0.074,55.7483,25.6765,2.6467,87.267,98.5712,6.5,4.468972384510097
8248.5,7.2329,0.051,56.5731,26.225,2.6851,100.918,111.1787,6.5,4.614308305899116
8249.0,7.2993,0.046,56.6816,28.8167,2.6664,110.289,115.5031,6.5,4.703104193271781
8249.5,7.29,0.051,57.5762,28.0903,2.6055,123.287,118.131,6.5,4.8145149707107
8250.0,7.2419,0.054,59.3211,24.8573,2.5643,142.345,135.7199,6.5,4.958253688414501
8250.5,7.1675,0.048,61.8964,24.0746,2.5407,170.338,175.9319,6.5,5.13778469842057
8251.0,7.0836,0.043,64.4096,26.4806,2.5083,196.319,212.5825,6.5,5.279740887225096
8251.5,7.0618,0.045,66.008,30.8267,2.4446,196.733,209.0136,6.5,5.281847479498393
8252.0,7.1648,0.054,66.5643,33.7162,2.3783,181.18,171.3575,6.5,5.1994910122411415
8252.5,7.2609,0.062,65.5096,31.5315,2.3585,194.951,184.3221,6.5,5.2727482449358405
8253.0,7.3067,0.058,63.9134,28.7794,2.3854,234.9,235.0391,6.5,5.459159891664867
8253.5,7.2278,0.051,62.1957,26.1191,2.5137,286.082,303.0082,6.5,5.656278483012166
8254.0,7.1496,0.046,59.6466,23.6864,2.6379,341.206,387.6748,6.5,5.832486400457048
8254.5,7.1828,0.04,56.831,21.8695,2.6417,335.085,367.9233,6.5,5.814384230983997
8255.0,7.2387,0.038,54.4509,22.2361,2.6168,299.029,302.9937,6.5,5.700540558654019
8255.5,7.2271,0.04,52.8579,21.8512,2.6296,282.059,263.8881,6.5,5.642116268912847
8256.0,7.1627,0.043,52.4546,21.2179,2.6903,282.095,263.6642,6.5,5.642243893639602
8256.5,7.0996,0.043,52.1714,22.1133,2.7167,289.288,269.9664,6.5,5.66742273168868
8257.0,7.0737,0.039,51.6683,23.6963,2.7219,301.886,311.6823,6.5,5.710049462666351
8257.5,7.1508,0.035,51.3474,24.3273,2.7299,318.02,353.2054,6.5,5.762114273884251
8258.0,7.2106,0.032,51.4397,24.0794,2.7082,326.766,399.2462,6.5,5.789244318405712
8258.5,7.1885,0.033,51.94,22.7727,2.6778,306.519,409.7643,6.5,5.725279743667024
8259.0,7.1582,0.037,52.7335,19.7519,2.6539,241.265,329.4933,6.5,5.4858959144520405
8259.5,7.1737,0.041,53.5536,21.1049,2.6636,175.877,208.6378,6.5,5.16978488708276
8260.0,7.2135,0.046,54.1949,27.3298,2.6345,110.477,104.6644,6.5,4.7048073544962925
8260.5,7.2189,0.075,54.4312,33.829,2.6327,73.933,61.7311,6.5,4.303159277671718
8261.0,7.1618,0.107,54.1585,36.5815,2.6652,81.115,68.0855,6.5,4.3958679008623625
8261.5,7.0744,0.14,53.5012,32.5448,2.6939,95.33,80.774,6.5,4.557344556505487
8262.0,7.0269,0.133,52.3859,27.0406,2.7165,120.56,122.1336,6.5,4.79214755431824
8262.5,7.0567,0.108,51.0387,21.1951,2.7512,145.017,182.265,6.5,4.976850976927651
8263.0,7.101,0.086,49.84,16.3141,2.7844,110.997,102.2509,6.5,4.70950317392007
8263.5,7.1235,0.092,48.9141,14.508,2.8002,87.648,73.9092,6.5,4.473328793080667
8264.0,7.1359,0.097,48.3848,14.8584,2.7935,76.8,64.1663,6.5,4.341204640153626
8264.5,7.1553,0.1,48.2525,13.1379,2.7721,79.916,66.9957,6.5,4.3809760830377025
8265.0,7.17,0.099,48.3917,11.7812,2.7419,82.42,69.2742,6.5,4.411828125910671
8265.5,7.1589,0.091,48.5925,11.7158,2.7359,83.96,70.643,6.5,4.430340494952432
8266.0,7.1023,0.083,48.8168,12.1971,2.758,84.626,71.1438,6.5,4.438241548001616
8266.5,7.0389,0.072,48.9085,13.8092,2.7515,86.278,72.5199,6.5,4.457574640909218
8267.0,7.01,0.061,48.8807,16.7287,2.7467,87.6207,73.6782,6.5,4.473017271397437
8267.5,7.0,0.048,48.8899,17.2789,2.7261,114.3605,97.9759,6.5,4.739355739602651
8268.0,7.06,0.035,49.0519,16.8995,2.7497,182.7308,217.5506,6.5,5.208014031551028
8268.5,7.0696,0.028,49.3422,17.9392,2.7667,188.691,220.8219,6.5,5.240110756483497
8269.0,7.0166,0.028,49.6434,17.3141,2.7565,157.5865,159.3663,6.5,5.059974513856283
8269.5,7.054,0.036,49.893,19.9943,2.7511,132.6438,114.9434,6.5,4.887667339951279
8270.0,7.1536,0.044,50.2522,25.2313,2.7348,113.9746,97.9649,6.5,4.73597561655178
8270.5,7.1984,0.051,50.61,25.5634,2.7257,107.9467,92.5324,6.5,4.681637586785355
8271.0,7.1089,0.051,50.8659,22.6925,2.7187,119.2545,102.718,6.5,4.781259864905528
8271.5,7.0438,0.044,50.9768,21.5263,2.7083,138.1856,120.0512,6.5,4.928597709088495
8272.0,7.0696,0.04,50.8534,22.8575,2.7128,171.0902,150.8438,6.5,5.142190902811267
8272.5,7.1361,0.038,50.5908,23.9818,2.7217,256.4608,264.4095,6.5,5.546975826420942
8273.0,7.1827,0.036,50.3118,22.0812,2.7131,348.9372,395.451,6.5,5.854891963317389
8273.5,7.2151,0.034,50.0207,17.776,2.7123,447.9924,570.0195,6.5,6.104776267985375
8274.0,7.1971,0.031,49.7573,13.7504,2.7271,561.9514,824.5085,6.5,6.331415369286024
8274.5,7.1544,0.027,49.5267,11.8578,2.7284,574.015,886.2838,6.5,6.352655528382302
8275.0,7.1194,0.025,49.3472,13.9416,2.7247,409.246,537.3062,6.5,6.014316442226692
8275.5,7.0967,0.027,49.2425,17.1275,2.7291,308.3213,330.5544,6.5,5.731142421055714
8276.0,7.0641,0.031,49.1905,17.1857,2.7417,301.777,294.6264,6.5,5.709688334019458
8276.5,7.0375,0.034,49.1265,14.426,2.7339,340.8859,316.5893,6.5,5.831547817185501
8277.0,7.0179,0.031,49.1039,12.1415,2.7321,589.1362,672.7004,6.5,6.378657396308674
8277.5,6.9987,0.026,49.1217,11.7104,2.7332,823.8701,1027.3635,6.5,6.7140128718510255
8278.0,6.9848,0.02,49.1708,12.3676,2.7346,782.2441,894.1282,6.5,6.66216684017475
8278.5,6.9848,0.019,49.224,11.5629,2.7267,678.1985,709.6251,6.5,6.5194400179521415
8279.0,6.9987,0.018,49.3167,11.968,2.7201,596.6813,601.6733,6.5,6.391383135005619
8279.5,7.0257,0.02,49.4133,14.3541,2.7258,530.3889,486.9715,6.5,6.273610511050857
8280.0,7.0617,0.022,49.45,15.4351,2.7294,491.5262,452.6697,6.5,6.197515244371989
8280.5,7.0837,0.025,49.4172,14.076,2.7248,517.9351,476.2677,6.5,6.249849944834799
8281.0,7.0965,0.024,49.3654,12.1324,2.7266,462.0831,1609.0352,6.5,6.1357447450369165
8281.5,7.1204,0.019,49.3529,10.3303,2.7375,452.2786,1284.7424,6.5,6.114298361634642
8282.0,7.14,0.014,49.3308,8.435,2.7333,697.209,7131.6484,6.5,6.547085222340518
8282.5,7.1262,0.012,49.2383,6.6615,2.7201,782.2031,2122.8232,9.875,6.662114425494332
8283.0,7.0846,0.01,49.2029,5.0386,2.71,6738.2051,3656.8324,9.875,8.815548862802727
8283.5,7.0418,0.011,49.266,4.0705,2.7146,61.2542,2243.5894,6.5,4.115032418502495
8284.0,7.0253,0.012,49.3654,3.7504,2.728,689.5815,1857.9169,6.5,6.5360848918434575
8284.5,7.0428,0.014,49.4635,3.8809,2.7209,312.3208,1453.019,6.5,5.744030864696857
8285.0,7.0418,0.02,49.4298,4.5046,2.7129,928.6503,963.553,6.5,6.8337322416828865
8285.5,6.9987,0.027,49.2788,5.5226,2.7073,544.8173,499.5537,6.5,6.300450509103524
8286.0,6.9316,0.032,49.2884,6.815,2.7103,929.8549,958.6253,6.5,6.835028552469304
8286.5,6.95,0.031,49.2991,8.3083,2.7404,495.4133,3983.0815,6.5,6.205392363687214
8287.0,6.998,0.028,49.2301,10.0927,2.7763,896.0286,4617.5854,6.5,6.797972332108366
8287.5,6.9847,0.028,49.2637,12.2124,2.7338,626.6279,3884.4194,6.5,6.440352903540243
8288.0,6.9537,0.032,49.4987,13.9975,2.7253,135.1824,2890.8716,6.5,4.906624977620242
8288.5,6.9159,0.041,50.0784,15.3444,2.7448,636.3088,2070.9919,6.5,6.455683980097538
8289.0,6.8877,0.06,50.923,17.9962,2.7388,127.2247,1341.4108,6.5,4.845954814444999
8289.5,6.8709,0.08,51.5819,21.2392,2.7255,673.2572,700.2682,6.5,6.512127426027394
8290.0,6.8798,0.102,52.2035,22.2015,2.7021,490.9572,525.1736,6.5,6.196356954952309
8290.5,6.8891,0.115,52.9226,19.8697,2.6686,353.1642,389.3693,6.5,5.866933104589236
8291.0,6.881,0.122,53.5741,17.3774,2.6565,360.7232,490.4279,6.5,5.888110905220076
8291.5,6.8721,0.124,54.0682,15.9586,2.6331,352.7275,517.3489,6.5,5.865695804148638
8292.0,6.8627,0.126,54.4196,14.5467,2.6073,337.6242,479.1981,6.5,5.821933442617192
8292.5,6.86,0.127,54.706,13.7164,2.5869,327.4616,455.4766,6.5,5.791370796292367
8293.0,6.86,0.128,55.0359,14.3391,2.5759,319.9562,439.2378,6.5,5.768184111425534
8293.5,6.86,0.128,55.3078,14.5862,2.563,321.8336,443.6893,6.5,5.774034641786341
8294.0,6.8656,0.128,55.4236,13.7885,2.5589,328.5582,457.8704,6.5,5.794713991181872
8294.5,6.8808,0.126,55.5191,12.3945,2.5619,343.3432,485.3881,6.5,5.838730530006725
8295.0,6.9053,0.121,55.6274,11.6791,2.565,370.4381,524.8729,6.5,5.9146863592531735
8295.5,6.9059,0.113,55.6458,14.3413,2.5691,441.6115,640.5829,6.5,6.090430536290474
8296.0,6.8771,0.099,55.5101,19.4748,2.579,570.8524,917.2342,6.5,6.347130682370309
8296.5,6.8642,0.086,55.1385,24.9997,2.5964,812.4906,1383.8903,6.5,6.700104344906199
8297.0,6.8743,0.075,54.592,31.7788,2.6188,999.2083,1732.1541,6.5,6.906963265422184
8297.5,6.8758,0.071,53.8574,37.7286,2.6524,984.0181,1644.4806,6.5,6.891644291192024
8298.0,6.87,0.071,52.9892,31.1779,2.6914,876.4718,1389.1333,6.5,6.775904530426715
8298.5,6.8734,0.071,52.028,22.5095,2.7133,808.3163,1250.5857,6.5,6.694953442316504
8299.0,6.8835,0.069,50.9802,15.0129,2.7239,803.3018,1258.6655,6.5,6.688730483934134
8299.5,6.893,0.063,50.0762,11.5549,2.7264,870.994,1412.2284,6.5,6.769635088195022
8300.0,6.9032,0.057,49.4243,10.4385,2.7404,8.6191,1683.0546,6.5,2.153980670872002
8300.5,6.9233,0.045,49.016,11.3055,2.7773,324.4932,2289.8872,6.5,5.782264580608708
8301.0,6.9453,0.032,48.8638,13.413,2.7824,473.7493,2214.3533,6.5,6.160678278822985
8301.5,6.9765,0.023,48.7553,14.2748,2.7707,426.995,1711.1769,6.5,6.056772303558193
8302.0,7.019,0.017,48.6959,12.9175,2.7468,341.1899,3069.1614,6.5,5.832439213772594
8302.5,7.0617,0.012,48.7581,9.7525,2.727,476.9155,7508.0122,6.5,6.167339326348671
8303.0,7.07,0.011,48.8973,7.0306,2.722,316.8516,17514.6211,6.5,5.75843352546484
8303.5,7.071,0.011,49.0717,8.1486,2.7298,187.6777,2286.5796,9.875,5.234726129928113
8304.0,7.0809,0.011,49.1693,7.032,2.733,1216.8105,2594.408,9.875,7.103988370099174
8304.5,7.0904,0.011,49.186,5.7934,2.7209,1568.165,2701.0736,9.875,7.357661424965944
8305.0,7.1093,0.011,49.1818,5.5551,2.7089,1629.2871,2720.7039,9.875,7.395897836166978
8305.5,7.1196,0.011,49.2148,6.1256,2.7141,1434.5088,2661.7896,9.875,7.2685777699442555
8306.0,7.0918,0.011,49.2383,7.6175,2.7235,956.7813,2514.9865,6.5,6.863574838690994
8306.5,7.0806,0.011,49.2051,8.8952,2.7246,290.9531,2313.4914,6.5,5.673162085797593
8307.0,7.0981,0.011,49.0875,8.2664,2.7202,559.9961,20960.0313,6.5,6.3279298194192295
8307.5,7.109,0.011,48.9365,9.6671,2.7259,759.6387,18609.4863,6.5,6.632842925507631
8308.0,7.1182,0.011,48.8413,11.5648,2.7299,109.4536,16727.3027,6.5,4.695500715159335
8308.5,7.12,0.011,48.8134,10.3716,2.7462,203.6299,16993.0527,6.5,5.316304130475528
8309.0,7.1061,0.011,48.845,9.4042,2.7611,100.1528,16682.2539,6.5,4.606697019783914
8309.5,7.087,0.011,48.9085,9.9467,2.7505,627.9858,15323.1172,6.5,6.442517554747588
8310.0,7.0675,0.011,48.9368,11.1396,2.7282,30.2314,13636.9102,6.5,3.4088811193299997
8310.5,7.0538,0.011,48.9879,11.1011,2.7086,427.8408,11978.9063,6.5,6.058751163769721
8311.0,7.0557,0.012,49.1003,11.5852,2.71,837.6113,10399.7773,6.5,6.730554150391782
8311.5,7.06,0.012,49.1462,11.4084,2.7275,328.7881,9076.0498,6.5,5.795413470312959
8312.0,7.065,0.012,49.0936,10.2186,2.7348,2.0605,8248.0918,6.5,0.722948671796735
8312.5,7.07,0.012,49.0229,8.2671,2.725,858.106,7904.8589,6.5,6.754727634980682
8313.0,7.0743,0.011,49.0444,8.9711,2.7331,897.1675,8006.7227,6.5,6.799242578182555
8313.5,7.0876,0.011,49.1763,10.4262,2.741,57.7222,8413.9092,6.5,4.055641848217426
8314.0,7.1,0.011,49.3057,10.1249,2.7289,339.0576,9145.5586,6.5,5.8261700044515505
8314.5,7.1,0.01,49.3631,8.0132,2.7036,588.4736,9801.3867,6.5,6.377532065881016
8315.0,7.1,0.009,49.433,7.6708,2.6915,707.5005,10119.0508,6.5,6.561738336230924
8315.5,7.1,0.009,49.535,8.5698,2.7023,616.6089,9882.6572,6.5,6.424234949340745
8316.0,7.1021,0.01,49.5829,8.6558,2.7159,296.0254,9050.292,6.5,5.690445261453334
